企業コード,業種,企業名,2018売上,2018営業利益,2018当期利益,2018基本的1株当たり当期利益,2019売上,2019営業利益,2019当期利益,2019基本的1株当たり当期利益,2020売上,2020営業利益,2020当期利益,2020基本的1株当たり当期利益,2021売上,2021営業利益,2021当期利益,2021基本的1株当たり当期利益,20201株当たりの当期純利益,2020PER,20201株当たりの純資産,2020PBR,2020ROA,2020ROE,2020自己資本比率,2020配当性向,2020営業CF,2020投資CF,2020財務CF,20211株当たりの当期純利益,2021PER,20211株当たりの純資産,2021PBR,2021ROA,2021ROE,2021自己資本比率,2021配当性向,2021営業CF,2021投資CF,2021財務CF,短信決算発表日,決算月,2020配当利回り,2021配当利回り,中間配当,期末配当,中間配当権利付き最終日,中間配当基準日,期末配当権利付き最終日,期末配当基準日,専門家予想,みんなの予想
8015,商社,豊田通商,"6,491,035","182,696","150,390",370.08,"6,762,702","215,197","154,753",376.89,"6,694,071","210,370","155,786",385.25,"6,309,303","213,058","156,447",382.56,311.79,,"1,731.80",,2.98,11.33,28.0,28.6,"267,809","△173,910","△53,679",181.81,,"2,075.05",,2.57,10.1,29.5,29.3,"245,055","△102,176","24,073",2021/4/28,3.0,3.17,3.32,70.0,62.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,7,1
8058,商社,三菱商,"7,567,394","812,722","610,416",353.27,16103763,851813,645784,372.39,"14,779,734","648,864","592,151",348.5,"12,884,521","253,527","132,241",116.86,348.5,,4324.81,,2.97,9.8,29.0,37.9,"849,728","△500,727","△156,629",116.86,,4548.46,,0.93,3.18,30.1,114.7,"1,017,550","△357,297","△691,184",2021/5/7,3.0,4.7,5.3,71.0,67.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,1,4
8001,商社,伊藤忠,5510059,316933,431720,257.94,11600485,361492,545689,324.07,10982968,399438,559209,335.58,10362628,403414,440883,269.83,166.18,,753.15,,4.59,16.9,36.9,25.3,878133,△248766,△575482,△47.92,,625.04,,3.59,12.72,29.4,32.6,895900,△207296,728767,2021/5/10,3.0,3.79,3.27,47.0,44.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,4,1
2768,商社,双日,"1,816,459","80,343","61,694",45.44,"1,856,190","94,882","75,219",56.34,"1,754,825","75,528","64,573",48.91,"1,602,485","37,420","29,417",22.51,25.82,,321.2,,2.73,10.16,26.2,34.8,"40,510","△35,669","△12,164",32.89,,350.6,,1.17,4.51,28.0,44.4,"84,972","△35,676","△40,621",2021/4/30,3.0,4.98,4.02,9.0,5.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,3,4
8002,商社,丸紅,"7,540,337","118,054","216,575",119.43,"7,401,256","173,009","239,284",130.74,"6,827,641","133,875","△190,191",△116.03,"6,332,414","141,553","233,068",127.52,6.02,,356.29,,△3.12,△11.30,19.0,△30.16,"326,981","△209,790","△93,261",49.28,,377.32,,3.22,13.41,18.9,25.9,397069,△116256,△68503,2021/5/6,3.0,4.73,5.29,25.5,22.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,8,3
8053,商社,住友商,"4,827,323","412,295","333,910",247.13,"5,339,238","404,017","337,787",256.68,"5,299,814","251,922","189,517",137.18,"4,645,05","△94,215","△134,484",△122.42,83.29,,979.47,,2.11,6.45,28.5,58.3,"326,618","△203,417","△57,742",△100.49,,842.21,,△1.89,△6.04,25.2,△57.18,"467,097","△120,107","△466,368",2021/5/7,3.0,4.97,5.26,45.0,35.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,10,8
8031,商社,三井物,"4,892,149","544,384","441,302",237.67,"6,957,524","584,338","431,763",238.33,"8,484,130","534,320","411,312",226.13,"8,010,235","450,202","350,381",199.28,221.43,,"1,175.02",,3.32,9.69,32.0,35.4,"526,376","△185,230","△204,561",83.07,,"1,339.30",,2.68,8,33.9,42.7,"772,696","△322,474","△486,963",2021/4/30,3.0,4.45,4.64,45.0,45.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,8,9
8267,小売業,イオン,8390012,210273,24522,29.23,8518215,212256,23637,28.11,"8,604,207","215,530","26,838",31.88,8603910,150586,△71024,△84.06,33.16,,804.41,,0.24,2.49,44.3,112.9,"624,660","△341,492","51,164",8.4,,791.06,,△0.62,△6.98,44.1,△42.82,"396,461","△341,814","24,290",2021/4/9,3.0,1.71,1.33,18.0,18.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,4,9
3099,小売業,三越伊勢丹,"1,256,386","24,413",△960,△2.47,"1,196,803","29,229","13,480",34.58,"1,119,191","15,679","△11,187",△28.90,"816,009","△20,976","△41,078",△107.96,14.78,,"1,162.61",,△0.91,△2.00,59.5,△41.52,"16,281","△9,965","20,259",11.02,,"1,163.78",,△3.43,△7.87,57.0,△8.33,"1,197","△4,737","29,733",2021/5/12,3.0,1.35,1.42,5.0,6.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,4,1
8233,小売業,高島屋,"907,805","35,318","23,658",135.39,"912,848","26,661","16,443",94.1,"919,094","25,582","16,028",93.29,"680,899","△13,496","△33,970",△203.74,54.1,,"1,612.56",,1.37,3.65,33.1,25.7,"40,608","△23,434","△23,483",△201.70,,"1,390.78",,△2.95,△8.20,28.7,△11.77,"43,720","△27,034","2,303",2021/4/12,3.0,1.91,2.65,12.0,12.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,7,2
3086,小売業,Jフロント,"469,915","46,247","8,579",108.92,"459,840","49,546","13,897",104.55,"480,621","40,286","27,948",81.19,"319,079","△24,265","7,487",△100.03,106.8,,"1,256.46",,1.71,5.31,61.9,44.3,"73,358","△49,559","△14,829",28.6,,"1,258.07",,△2.07,△7.09,48.7,△26.99,"56,471","△20,870","58,727",2021/4/13,3.0,2.74,3.24,14.0,18.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,10,2
8252,小売業,丸井G,"240,469","36,365","20,907",93.18,"251,415","41,184","25,341",115.99,"247,582","41,944","25,396",117.58,"220,832","15,310","2,327",10.86,117.58,,"1,351.57",,2.87,8.84,32.7,42.5,"39,909","△20,315","△25,487",10.86,,"1,353.40",,0.25,0.78,32.2,469.8,"22,193","△16,241","△5,600",2021/5/12,3.0,2.14,2.67,26.0,26.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,6,8
3382,小売業,セブン&アイ,"6,037,815","391,657","181,150",204.8,"6,791,215","411,596","203,004",229.5,"6,644,359","424,266","218,185",246.95,"5,766,718","366,329","179,262",203.03,63.61,,"1,626.31",,3.64,8.52,80.2,39.9,"576,670","△318,047","△213,204",72.59,,"1,600.21",,2.58,6.8,55.9,48.5,"539,995","△394,127","690,542",2021/4/8,2.0,2.45,2.75,48.0,51.0,2021/8/28,2021/8/31,2021/2/25,2021/2/28,5,2
9983,小売業,ファストリ,"2,130,060","236,212","169,373","1,517.71","2,290,548","257,636","178,046","1,593.20","2,008,846","149,347","90,398",885.15,"2,132,992","249,011","175,684","1,663.12",611.5,,"5,207.74",,8.09,18.05,50.0,54.2,"264,868","△75,981","△183,268","1,716.37",,"6,463.08",,3.75,9.54,60.0,28.9,"428,968","△82,597","△302,985",2021/10/14,8.0,0.8,0.57,240.0,240.0,2021/2/25,2021/2/28,2021/8/28,2021/8/31,6,2
8306,銀行,三菱UFJ,"6,068,061","1,462,418",672689,74.55,"6,697,402","1,348,043","989,664",66.91,"7,299,078","1,235,770","528,151",40.95,"6,025,336","1,053,610","777,018",60.5,40.95,,"1,245.33",,0.16,3.28,4.8,61,"8,060,840","△3,368,444","△251,664",60.5,,"1,308.12",,0.22,4.74,4.7,41.3,"34,904,946","△10,140,343","△436,071",2021/5/17,3.0,4.64,5.43,13.5,12.5,2021/9/27,2021/9/30,2021/3/28,2021/3/31,8,10
7186,銀行,コンコルディ,"327,600","98,022","66,413",52.36,"306,494","80,373","54,285",43.46,306236,71354,46536,38.38,291729,41405,25326,20.99,22.79,,756.12,,0.25,4.13,91.8,41.6,△294594,△73943,△12137,19.4,,759.45,,0.12,2.25,90.0,80.9,2039139,△480586,505,2021/5/12,3.0,3.9,4.6,8.0,9.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,3,4
8411,銀行,みずほFG,"3,561,125","782,447","576,547",22.72,"3,925,649","614,118","96,566",3.8,"3,986,701","637,877",448568,176.87,"3,218,095","536,306","471,020",185.75,176.87,,"3,372.96",,0.21,5.18,3.9,42.4,"1,901,893","△5,808,537","△281,849",185.75,,"3,650.87",,0.21,5.29,4.1,40.3,16613235,△9763746,40819,2021/5/14,3.0,4.68,5.43,40.0,37.5,2021/9/27,2021/9/30,2021/3/28,2021/3/31,4,4
8308,銀行,りそなHD,"742,927","217,777","236,251",100.51,"860,706","203,018","175,162",75.63,880544,214290,152426,66.27,823600,190960,124481,54.19,66.27,,904.6,,0.25,7.28,3.4,31.7,974556,△278818,△167734,54.19,,1008.82,,0.17,5.66,3.1,38.8,11394771,△1390998,△114365,2021/5/11,3.0,4.68,5.54,10.5,10.5,2021/9/27,2021/9/30,2021/3/28,2021/3/31,5,6
8331,銀行,千葉銀,234096,78484,53796,67.98,"238,616","72,467","50,478",65.3,242982,72617,48037,63.99,"232,940","71,819","49,641",66.82,63.99,,"1,250.41",,0.31,5.11,5.9,28.1,"20,951","△102,947","△22,034",66.82,,"1,401.40",,0.28,5.04,5.8,29.9,1913821,"△182,832","△14,115",2021/5/10,3.0,3.17,3.5,11.0,11.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,5,2
8304,銀行,あおぞら銀,148819,"57,984","43,064",369.16,"160,136","47,796","36,130",309.67,"184,406","43,330","28,142",241.18,"155,755","38,982","28,972",248.27,245.7,,"3,632.56",,0.53,6.43,8.1,64.7,"△286,284","121,823","△17,871",253.01,,"4,189.77",,0.49,6.29,8.5,49.9,728732,△223529,△14882,2021/5/13,3.0,5.82,6.3,64.0,64.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,1,5
8354,銀行,ふくおかFG,"237,572","71,636","49,369",287.42,"246,112","74,093","51,649",300.71,"283,186","△5,250","110,607",581.83,"274,754","60,427","44,647",234.86,66.1,,"3,012.61",,0.44,13.57,78.8,14.6,"47,871","△147,507","△15,989",139.7,,"3,077.43",,0.16,4.93,77.4,36.2,"1,541,822","4,740","△16,108",2021/5/14,3.0,4.24,4.7,47.5,42.5,2021/9/27,2021/9/30,2021/3/28,2021/3/31,9,10
8309,銀行,三井住友トラ,"1,350,946","232,661","153,986",403.92,"1,467,916","256,411","173,889",458.91,"1,535,401","257,658","163,028",434.31,"1,380,434","183,155","142,196",379.65,434.31,,"6,822.48",,0.29,6.26,4.5,34.5,"△2,395,306","△631,459","△85,323",379.65,,"7,192.07",,0.22,5.42,4.3,39.5,"6,553,089","△475,494","△219,723",2021/5/13,3.0,3.86,4.75,80.0,75.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,8,5
8316,銀行,三井住友FG,"5,764,172","1,164,113","734,368",520.67,"5,735,312","1,135,300","726,681",519.95,"4,591,873","932,064","703,883",511.87,"3,902,307","711,018","512,812",374.26,462.6,,"4,354.94",,0.32,6.55,41.9,37,"7,087,460","△3,011,660","△1,024,554",205.78,,"4,364.96",,0.21,4.55,39.8,50.8,"18,795,951","△7,679,878","△562,580",2021/5/14,3.0,5.05,5.97,105.0,95.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,10,8
8601,証券,大和,"712,601","135,058","110,579",66.88,"720,586","67,326","63,813",39.95,"672,287",54288,60346,39.11,"576,172",92859,108396,71.2,33.79,,581.93,,0.25,4.92,34.5,51.1,167190,"△215,397","△135,794",13.64,,589.19,,0.42,8.52,36.0,50.6,"390,979","△91,641","438,067",2021/4/28,3.0,3.99,7.58,17.0,25.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,4,2
8604,証券,野村,1972158,"328,158","219,343",63.13,"1,835,118","△37,701","△100,442",△29.90,1952482,248261,216998,67.76,"1,617,235","230,671","153,116",50.11,67.76,,863.35,,0.49,8.21,6.0,29.5,"△15,943","216,336","332,062",50.11,,871.31,,0.36,5.73,6.3,69.8,"665,770","△139,026","△269,927",2021/4/27,3.0,4.37,6.67,8.0,15.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,1,8
8628,証券,松井,"32,210","18,532","12,908",50.28,"27,313","13,451","9,562",37.24,"24,150","8,909","6,136",23.89,"30,082","12,827","10,283",40.02,23.89,,311.72,,0.87,6.95,11.3,188.4,"60,195","△2,749","△41,209",40.02,,307.23,,1.07,12.93,8.2,100,"△111,926","△1,607","117,986",2021/4/27,3.0,4.89,4.61,20.0,20.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,2,8
8766,保険,東京海上,"5,399,115","344,939","284,183",382.83,"5,476,720","416,330","274,579",383.01,"5,465,432","363,945","259,763",369.74,"5,461,195","266,735","161,801",232.13,369.74,,"5,285.10",,1.03,7.48,13.4,60.9,"997,623","△2,546,411","1,543,105",232.13,,"4,832.05",,0.63,4.6,14.2,101.2,"1,177,873","△731,010","△512,967",2021/5/20,3.0,3.95,4.67,120.0,100.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,8,7
8795,保険,T&D,"1,928,359","156,475","77,577",124.23,"2,140,162","146,949","72,825",118.5,"2,197,928",125422,"67,103",111.31,"2,413,953","228,132","162,316",271.55,111.31,,"1,857.77",,0.41,5.91,6.8,39.5,"591,097","△560,134","33,893",271.55,,"2,617.07",,0.61,8.32,8.6,16.9,"500,485","△261,463","△72,125",2021/5/14,3.0,3.74,4.11,28.0,24.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,1,8
8725,保険,MS&AD,"5,217,835","211,548","154,057",260.04,"5,500,438","290,847","192,705",328.72,"5,168,361","157,701","43,030",248.36,"4,892,244","306,524","144,398",255.79,248.36,,"4,308.37",,0.62,5.5,10.6,60.4,"667,896","△330,363","65,321",255.79,,"5,525.42",,0.6,5.22,12.8,60.6,"△323,912","43,925","79,278",2021/5/20,3.0,4.31,5.09,82.5,80.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,8,3
8750,保険,第一生命HD,"7,037,827","471,994","363,928",310.69,"7,184,093","432,945","225,035",194.43,"7,114,099","218,380","32,433",28.53,"7,827,806","552,861","363,777",325.61,28.53,,"3,344.23",,0.05,0.87,6.3,217.3,"590,084","△896,437","784,869",325.61,,"4,329.08",,0.57,8.48,7.6,19,"△79,904","551,362","65,587",2021/5/14,3.0,3.83,3.99,0.0,62.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,1,2
8630,保険,SOMPO,"3,770,052","141,890","139,817",361.39,"3,643,040","198,959","146,626",392.26,"3,760,366","192,451","122,515",334.12,"3,846,323","215,097","142,482",397.4,334.12,,"4,385.85",,1.02,7.3,13.3,44.9,"356,446","△140,117","△230,605",397.4,,"5,686.22",,1.09,7.88,15.4,42.8,"626,202","△359,516","△94,498",2021/5/20,3.0,3.56,4.37,105.0,90.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,8,7
8697,その他金融,日本取引所,120711,71791,50634,94.17,121134,69535,49533,91.58,123688,68533,48314,88.91,133343,74565,52017,96,84.78,,231.75,,0.07,16.33,51.1,60.7,56881,△9434,△39411,85.27,,252.81,,0.09,16.59,51.0,70.8,71750,△1513,△33932,2021/4/28,3.0,2.98,2.7,26.0,42.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,7,2
8591,その他金融,オリックス,2862771,336195,313135,244.4,2434864,329438,323745,252.92,2280329,269681,302700,237.38,"2,292,708","258,814","192,384",155.54,175.31,,"1,006.32",,2.32,10.28,26.2,32,"1,042,466","△1,470,486","288,703",93.94,,992.51,,1.42,6.39,25.4,50.1,"1,095,676","△1,203,252","39,884",2021/5/13,3.0,4.57,5.28,39.0,43.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,2,9
8253,その他金融,クレセゾン,"293,250","57,314","38,386",235.39,"304,855","52,233","29,340",186.84,"311,410","36,184","22,645",143.43,"282,625","48,352","36,247",231.24,209.38,,"2,589.79",,0.68,4.69,12.6,31.4,"△169,864","29,654","167,776",191.46,,"2,825.11",,1.06,7.12,13.5,19.5,"△4,695","△10,622","6,225",2021/5/14,3.0,3.03,3.68,0.0,45.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,4,6
8804,不動産,東建物,"266,983","44,757","22,599",104.17,"273,302","46,765","27,277",125.79,"323,036","52,410","29,796",141.59,"334,980","49,631","31,795",152.12,141.59,,"1,794.15",,1.91,8.24,24.0,29,"24,096","△64,082","48,000",152.12,,"1,862.81",,1.96,8.32,24.0,30.2,"43,524","△66,724","38,307",2021/2/12,12.0,3.41,3.09,24.0,27.0,2021/6/27,2021/6/30,2021/12/28,2021/12/31,7,4
3289,不動産,東急不HD,"866,126","77,519","35,185",57.8,"901,884","80,205","37,459",56.84,"963,198","79,312","38,611",53.7,"907,735","56,517","21,668",30.13,22.78,,416.85,,1.55,6.75,20.8,29.8,"△6,660","△147,223","65,077",24.45,,426,,0.82,3.67,20.8,53.1,"100,411","△116,031","108,344",2021/5/11,3.0,2.37,3.01,8.0,8.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,1,1
8802,不動産,三菱地所,"1,194,049","213,047","120,443",86.78,"1,263,283","229,178","134,608",96.97,"1,302,196","240,768","148,451",108.64,"1,207,594","224,394","135,655",101.34,108.64,,"1,295.83",,2.53,8.47,29.6,30.4,"341,766","△277,440","△28,886",101.34,,"1,383.47",,2.23,7.57,30.5,30.6,"207,414","△297,303","50,425",2021/5/13,3.0,1.64,1.82,16.0,19.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,6,8
8801,不動産,三井不動産,"1,751,114","245,902","155,874",157.75,"1,861,195","262,147","168,661",171.3,"1,905,642","280,617","183,972",188.35,"2,007,554","203,770","129,576",134.44,154,,"2,094.17",,2.49,7.74,34.8,23.4,"87,094","△532,806","467,751",127.39,,"2,262.26",,1.67,5.22,36.5,32.7,"187,862","△131,035","△66,565",2021/5/14,3.0,1.68,2.13,22.0,22.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,10,3
8830,不動産,住友不動産,948402,205637,119731,252.62,1013229,20419,130817,276.02,1013512,234332,140997,297.5,917472,219244,141389,298.33,297.5,,2732.41,,2.65,11.29,24.4,11.8,230458,△290118,82644,298.33,,3171.34,,2.49,10.11,26.5,13.4,225947,△336682,102086,2021/5/13,3.0,0.89,1.26,22.0,21.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,6,6
9022,鉄道・バス,JR東海,"1,822,039","662,023","395,502","2,015.48","1,878,137","709,775","438,715","2,238.95","1,844,647","656,163","397,881","2,027.86","823,517","△184,751","△201,554","△1,025.46","1,928.84",,"18,613.60",,4.14,10.9,38.9,7.4,"595,227","△552,494","△32,993","△1,028.26",,"17,571.62",,△2.10,△5.39,36.8,△12.67,"△169,354","△134,718","262,638",2021/4/27,3.0,0.68,0.82,65.0,65.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,8,5
9008,鉄道・バス,京王,"434,697","38,537","23,897",195.71,"447,508","40,078","27,213",222.87,"433,669","36,024","17,875",146.4,"315,439","△20,866","△27,519",△225.38,113.7,,"1,940.21",,2.04,4.83,32.2,35.9,"50,157","△50,570","△15,611",△17.54,,"1,895.08",,△3.02,△7.67,30.2,△17.74,"6,897","△30,822","58,767",2021/4/30,3.0,0.78,0.58,20.0,20.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,9,5
9001,鉄道・バス,東武,"569,519","66,645","36,025",168.87,"617,543","67,295","28,024",132.65,"653,874","62,653","35,530",168.84,"496,326","△13,577","△24,965",△119.67,128.64,,"1,838.81",,2.15,7.67,24.6,23.7,"101,136","△75,621","△22,577",△103.57,,"1,740.03",,△1.48,△5.48,23.1,△16.71,"39,504","△66,283","40,362",2021/4/30,3.0,1.15,0.6,10.0,10.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,3,7
9007,鉄道・バス,小田急,"524,660",51464,"29,328",81.36,"526,675",52089,"32,468",90.11,"534,132","41,103","19,923",55.08,"385,978","△24,190","△39,804",△109.60,58.59,,921.37,,1.5,5.18,29.2,38.1,"74,897","△85,454","17,171",△53.92,,861.58,,△3.00,△10.80,27.4,△9.12,"27,178","△43,582","37,207",2021/4/28,3.0,0.82,0.35,0.0,10.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,5,10
9009,鉄道・バス,京成,"255,028","30,085","34,811",205.66,"261,553","31,608","38,642",228.29,"274,796","28,320","30,110",178.07,"207,761","△18,056","△30,289",△179.65,86.31,,"1,124.35",,3.32,7.52,34.4,9.5,"51,487","△48,076","△4,411",△11.48,,"1,094.78",,△3.36,△7.67,32.6,△9.46,"9,282","△28,678","21,498",2021/4/30,3.0,0.41,0.5,8.5,8.5,2021/9/27,2021/9/30,2021/3/28,2021/3/31,7,1
9005,鉄道・バス,東急,1138612,82918,70095,115.42,1157440,81971,57824,95.14,"1,164,243",68760,42386,69.88,"935,927","△31,658","△56,229",△93.08,42.48,,916.86,,1.67,5.64,29.7,32.9,"155,302","△190,641","59,634",△44.66,,865.25,,△2.27,△7.71,27.1,△16.11,"85,890","△115,195","17,184",2021/5/13,3.0,1.18,1.04,7.5,5.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,1,9
9020,鉄道・バス,JR東日本,"2,950,156","481,295","288,957",749.2,"3,002,043","484,860","295,216",773.26,"2,946,639","380,841","198,428",524.91,"1,764,584","△520,358","△577,900","△1,531.91",420.35,,"6,756.71",,2.32,6.39,32.5,31.4,"548,692","△701,601","43,409","△1,341.71",,"5,334.28",,△6.48,△20.34,24.6,△6.52,"△189,968","△749,397","983,385",2021/4/28,3.0,1.66,1.38,50.0,50.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,9,1
9021,鉄道・バス,JR西日本,1500445,191365,110493,570.72,1529308,196946,102750,533.31,"1,508,201","160,628","89,380",466.88,"898,172","△245,544","△233,214","△1,219.71",384.17,,"4,306.43",,2.73,8.13,29.5,39.1,"240,152","△268,657","△29,167","△1,135.84",,"3,032.42",,△6.71,△23.66,19.2,△8.20,"△103,295","△211,692","446,749",2021/4/30,3.0,2.06,1.72,50.0,50.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,9,8
9064,陸運,ヤマトHD,"1,538,813","35,685","18,231",46.24,"1,625,315","58,345","25,682",65.14,"1,630,146","44,701","22,324",56.78,"1,695,867","92,121","56,700",151.55,56.78,,"1,441.20",,2.03,3.98,50.4,72.2,"74,433","△49,943","△22,368",151.55,,"1,553.45",,5.2,10.02,52.9,30.4,"123,921","44,078","△123,247",2021/4/28,3.0,2.06,1.78,23.0,30.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,9,3
9104,海運,商船三井,"1,652,393","22,684","△47,380",△396.16,"1,234,077","37,718","26,875",224.72,"1,155,404","23,779","32,623",272.79,"991,426","△5,303","90,052",752.98,132.05,,"1,643.76",,1.55,6.28,19.5,23.8,"100,723","△107,250",△728,△76.67,,"1,615.29",,4.3,16.51,19.1,19.9,"98,898","△54,660","△61,705",2021/4/30,3.0,2.46,6.1,300.0,135.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,9,9
9101,海運,日本郵船,"2,183,201","27,824",20167,119.57,"1,829,300","11,085","△44,501",△263.80,"1,668,355","38,696","31,129",184.39,"1,608,414","71,537","139,228",824.55,134.14,,"1,271.09",,1.61,6.55,16.4,21.7,116931,"△54,867","△61,733",226.54,,"1,477.48",,6.55,25.59,18.7,24.3,"159,336","△16,871","△125,483",2021/5/10,3.0,2.27,9.73,200.0,180.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,1,8
9107,海運,川崎汽,"1,162,025","7,219","10,384",111.13,"836,731","△24,736","△111,188","△1,192.08","735,284","6,840","5,269",56.5,"625,486","△21,286","108,695","1,165.34",272.58,,413.52,,0.59,5.15,7.3,0,"△21,797","△20,286","16,731",90.4,,477.52,,11.15,68.09,8.2,0,"33,397","16,987","△34,845",2021/5/10,3.0,0.0,0.0,0.0,0.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,9,9
9202,空運,ANAHD,"1,971,799","164,516","143,887",417.82,"2,058,312","165,019","110,777",331.04,"1,974,216","60,806","27,655",82.66,"728,683","△464,774","△404,624","△1,082.04",266.66,,"2,783.80",,1.08,2.56,48.3,0,"130,169","△230,218","23,869",△69.81,,"2,602.62",,△12.61,△39.13,40.3,,"△270,441",△595759,1098172,2021/4/30,3.0,0.0,0.0,0.0,0.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,3,10
9201,空運,JAL,"1,383,257","174,565","135,406",383.23,"1,487,261","176,160","150,807",432.1,"1,385,914","88,149","52,012",140.04,"481,225","△404,078","△287,875",△764.99,143.36,,"3,047.78",,2.42,4.41,56.2,39.3,"80,857","△233,725","△38,810",△763.41,,"2,018.45",,△13.60,△29.23,46.7,0,"△219,519","△91,012","388,624",2021/5/7,3.0,1.66,0.0,0.0,0.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,3,7
9301,倉庫,三菱倉,215407,12421,10517,120.07,"227,185","12,660","11,564",132.03,229057,12195,"11,851",137.31,"213,729","11,735","39,160",462.28,137.31,,"3,298.18",,2.53,4.09,60.5,43.7,"17,624","△18,022","△2,359",462.28,,"3,914.63",,7.31,12.9,60.4,13,"40,176","△14,002","△5,270",2021/4/30,3.0,2.13,2.04,39.0,30.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,3,1
9433,通信,KDDI,"5,041,978","962,793","661,196",235.54,"5,080,353","1,013,729","701,126",259.1,"5,237,221","1,025,237","695,401",275.69,"5,312,599","1,037,395","706,605",284.16,275.69,,2110.16,,6.68,14.93,45.8,41.7,"1,323,356","△610,950","△546,381",284.16,,2284.03,,6.18,14.25,45.2,42.2,"1,682,166","△658,925","△585,571",2021/5/14,3.0,3.9,3.82,60.0,60.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,4,3
9434,通信,ソフトバンク,"3,582,635","637,933","401,405",97.64,"3,746,305","719,459","425,572",89.99,"4,861,247","911,725","506,668",99.27,"5,205,537","970,770","547,720",103.85,99.27,,356.46,,4.83,37.87,10.2,85.6,"1,249,535","△900,145","△143,613",103.85,,571.38,,4.02,38.74,12.6,82.8,"1,338,949","△511,295","△388,462",2021/5/11,3.0,5.86,6.31,43.0,43.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,8,4
9432,通信,NTT,"11,782,148","1,641,086","897,887",449.86,"11,879,842","1,693,833","854,561",440.25,"11,899,415","1,562,151","855,306",231.21,"11,943,966","1,671,391","916,181",248.15,129.96,,"1,332.87",,3.72,9.33,70.9,41.1,"2,995,211","△1,852,727","△1,041,261",173.14,,"1,429.21",,3.99,11.02,45.1,42.3,3009064,△1424532,"△1,689,548",2021/5/12,3.0,91.62,4.12,55.0,55.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,4,2
9613,通信,NTTデータ,2039690,123120,82392,58.75,2163625,147716,93616,66.75,2266808,130937,75148,53.58,2318658,139173,76843,54.79,53.58,,704.03,,2.8,8.06,35.0,33.6,280029,△257240,△66081,54.79,,803.24,,2.65,7.64,37.0,32.9,352492,△173893,△101618,2021/5/11,3.0,1.3,1.34,9.5,9.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,4,6
9984,通信,ソフトバンクG,"9,158,765","384,630","1,237,812",933.54,"9,602,236","1,691,302","1,454,618","1,268.15","5,238,938","50,038","△800,760",△478.50,"5,628,167",5670456,5078236,2619.61,△465.10,,"2,000.51",,△2.58,△14.21,27.2,△9.19,"1,117,879","△4,286,921","2,920,863",741.58,,"2,027.26",,10.9,61.86,18.3,1.7,557250,△1468599,"2,194,077",2021/5/12,3.0,0.91,0.63,22.0,22.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,4,5
